               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 312,            0.018768,            0.018619,             0.00123,             0.88773,             0.87313,             0.90968,             0.76086,            0.018209,            0.012858,           0.0007149,           0.0069211,           0.0069211,           0.0069211
                 313,            0.018863,            0.018763,           0.0013327,             0.89027,             0.87032,             0.90992,             0.76134,            0.018208,            0.012857,           0.0007146,           0.0069112,           0.0069112,           0.0069112
                 314,            0.018752,            0.018535,           0.0011999,             0.89102,             0.87009,             0.91028,             0.76134,            0.018214,            0.012855,           0.0007153,           0.0069013,           0.0069013,           0.0069013
                 315,            0.018488,            0.018443,           0.0012065,             0.88854,             0.87215,             0.91024,             0.76215,            0.018218,            0.012856,          0.00071683,           0.0068914,           0.0068914,           0.0068914
                 316,            0.018464,            0.019045,           0.0012515,             0.88858,             0.87234,             0.91044,              0.7622,            0.018219,            0.012857,           0.0007159,           0.0068815,           0.0068815,           0.0068815
                 317,             0.01861,            0.018883,           0.0012378,             0.89046,             0.87014,             0.91034,             0.76213,            0.018219,            0.012857,          0.00071485,           0.0068716,           0.0068716,           0.0068716
                 318,            0.018678,            0.018605,           0.0012029,             0.88988,             0.87015,             0.91043,             0.76209,            0.018222,            0.012857,          0.00071402,           0.0068617,           0.0068617,           0.0068617
                 319,             0.01864,             0.01863,           0.0011616,             0.88969,             0.87111,             0.91044,             0.76221,            0.018223,            0.012856,          0.00071433,           0.0068518,           0.0068518,           0.0068518
                 320,            0.018319,            0.018267,           0.0012128,             0.88988,             0.87056,             0.91038,             0.76238,            0.018225,            0.012852,           0.0007152,           0.0068419,           0.0068419,           0.0068419
                 321,            0.018625,            0.018621,           0.0011936,             0.88916,             0.87109,             0.91034,             0.76195,            0.018227,            0.012856,          0.00071436,            0.006832,            0.006832,            0.006832
                 322,            0.018689,            0.018316,           0.0012188,             0.88912,             0.87137,             0.91043,              0.7621,            0.018226,            0.012856,          0.00071245,           0.0068221,           0.0068221,           0.0068221
                 323,            0.018748,            0.018515,           0.0011841,              0.8896,             0.87143,             0.91049,             0.76223,            0.018229,            0.012858,          0.00071206,           0.0068122,           0.0068122,           0.0068122
                 324,            0.018647,            0.018362,           0.0012032,             0.88984,             0.87138,             0.91033,             0.76174,             0.01823,            0.012858,           0.0007116,           0.0068023,           0.0068023,           0.0068023
                 325,            0.018262,            0.017903,            0.001135,             0.88978,             0.87143,             0.91041,             0.76182,            0.018227,            0.012859,          0.00071115,           0.0067924,           0.0067924,           0.0067924
                 326,             0.01857,            0.018736,           0.0011917,             0.88862,             0.87225,             0.91038,             0.76158,            0.018226,            0.012857,          0.00071136,           0.0067825,           0.0067825,           0.0067825
                 327,             0.01849,             0.01832,           0.0011303,              0.8889,             0.87173,             0.91037,              0.7618,            0.018229,            0.012857,           0.0007117,           0.0067726,           0.0067726,           0.0067726
                 328,            0.018495,            0.018211,            0.001192,             0.88854,             0.87166,             0.91054,              0.7623,             0.01823,            0.012854,          0.00071203,           0.0067627,           0.0067627,           0.0067627
                 329,            0.018211,            0.018299,           0.0012987,             0.88881,             0.87176,             0.91072,             0.76203,             0.01823,            0.012855,          0.00071176,           0.0067528,           0.0067528,           0.0067528
                 330,            0.018502,            0.018532,           0.0011259,             0.88899,             0.87221,             0.91078,             0.76203,            0.018232,            0.012853,          0.00071168,           0.0067429,           0.0067429,           0.0067429
                 331,            0.018737,            0.018854,           0.0011168,             0.88878,             0.87229,             0.91079,             0.76211,            0.018236,            0.012852,          0.00071213,            0.006733,            0.006733,            0.006733
                 332,            0.018192,            0.018392,            0.001076,             0.88894,             0.87237,             0.91041,             0.76265,            0.018238,            0.012851,          0.00071164,           0.0067231,           0.0067231,           0.0067231
                 333,            0.018355,            0.018119,           0.0012563,             0.89035,             0.87041,              0.9107,             0.76243,             0.01824,            0.012852,           0.0007098,           0.0067132,           0.0067132,           0.0067132
                 334,            0.018333,            0.018445,           0.0011435,             0.89209,             0.86936,             0.91073,             0.76265,             0.01824,            0.012851,          0.00070897,           0.0067033,           0.0067033,           0.0067033
                 335,             0.01842,            0.018076,           0.0011196,             0.89357,              0.8689,             0.91079,             0.76289,            0.018243,             0.01285,           0.0007089,           0.0066934,           0.0066934,           0.0066934
                 336,            0.018243,            0.018547,           0.0012352,             0.89273,             0.86903,             0.91083,             0.76218,            0.018241,             0.01285,          0.00070786,           0.0066835,           0.0066835,           0.0066835
                 337,            0.018315,            0.018225,           0.0012096,             0.89293,             0.86907,             0.91045,             0.76199,            0.018243,            0.012849,          0.00070627,           0.0066736,           0.0066736,           0.0066736
                 338,            0.018263,            0.018364,           0.0012636,             0.89277,             0.86919,             0.91075,             0.76223,            0.018243,            0.012849,          0.00070504,           0.0066637,           0.0066637,           0.0066637
                 339,            0.018462,             0.01835,           0.0012048,             0.89375,             0.86954,             0.91076,             0.76301,            0.018247,            0.012851,          0.00070463,           0.0066538,           0.0066538,           0.0066538
                 340,              0.0184,            0.018455,           0.0011514,             0.89435,             0.86905,             0.91079,             0.76341,            0.018248,            0.012854,           0.0007038,           0.0066439,           0.0066439,           0.0066439
                 341,            0.017955,            0.017667,           0.0011334,             0.89296,             0.87036,             0.91031,             0.76344,            0.018247,            0.012851,           0.0007037,            0.006634,            0.006634,            0.006634
                 342,            0.018255,            0.018406,           0.0011386,             0.89289,              0.8701,             0.91035,             0.76334,            0.018249,            0.012852,          0.00070372,           0.0066241,           0.0066241,           0.0066241
                 343,            0.018226,            0.018662,           0.0012158,             0.89097,             0.87078,             0.91022,             0.76317,            0.018252,            0.012851,          0.00070496,           0.0066142,           0.0066142,           0.0066142
                 344,            0.017978,            0.018438,           0.0011061,             0.89126,             0.87084,             0.91021,             0.76312,            0.018253,            0.012851,          0.00070482,           0.0066043,           0.0066043,           0.0066043
                 345,            0.018609,            0.018606,           0.0011355,             0.89137,             0.87085,             0.91018,             0.76297,            0.018255,            0.012851,          0.00070503,           0.0065944,           0.0065944,           0.0065944
                 346,            0.018154,            0.018358,           0.0012026,             0.89107,             0.87095,             0.91019,             0.76249,            0.018256,            0.012852,          0.00070592,           0.0065845,           0.0065845,           0.0065845
                 347,            0.018094,            0.018324,            0.001373,             0.89172,             0.87059,             0.91004,             0.76254,             0.01826,            0.012853,          0.00070649,           0.0065746,           0.0065746,           0.0065746
                 348,            0.018435,            0.018384,           0.0011367,             0.89227,             0.87033,             0.91005,             0.76265,            0.018262,            0.012854,          0.00070568,           0.0065647,           0.0065647,           0.0065647
                 349,             0.01784,            0.018097,             0.00114,             0.89268,             0.87098,              0.9102,             0.76286,             0.01826,            0.012854,          0.00070683,           0.0065548,           0.0065548,           0.0065548
                 350,            0.018389,            0.018293,           0.0011039,             0.89339,             0.87117,             0.91011,             0.76288,            0.018262,            0.012853,          0.00070786,           0.0065449,           0.0065449,           0.0065449
                 351,            0.017921,            0.018278,           0.0010975,             0.89424,             0.87204,             0.91027,             0.76294,            0.018264,            0.012854,          0.00070988,            0.006535,            0.006535,            0.006535
                 352,            0.018121,            0.017894,           0.0012026,             0.89538,             0.87088,             0.91009,             0.76292,            0.018265,            0.012852,          0.00071133,           0.0065251,           0.0065251,           0.0065251
                 353,            0.018365,             0.01873,           0.0011332,             0.89631,             0.86847,             0.91022,             0.76276,            0.018263,            0.012852,          0.00071151,           0.0065152,           0.0065152,           0.0065152
                 354,            0.018031,            0.018153,           0.0011797,             0.89678,             0.86822,             0.91007,             0.76273,            0.018263,            0.012851,          0.00071263,           0.0065053,           0.0065053,           0.0065053
                 355,            0.018215,             0.01836,           0.0012061,             0.89683,             0.86792,              0.9101,             0.76265,            0.018265,            0.012852,           0.0007123,           0.0064954,           0.0064954,           0.0064954
                 356,             0.01822,             0.01813,           0.0011528,             0.89695,             0.86838,             0.91014,             0.76249,            0.018267,            0.012851,          0.00071239,           0.0064855,           0.0064855,           0.0064855
                 357,            0.018109,            0.018288,           0.0010925,             0.89713,             0.86762,             0.91015,             0.76206,            0.018268,            0.012852,          0.00071277,           0.0064756,           0.0064756,           0.0064756
                 358,             0.01782,            0.018174,           0.0010827,             0.89699,             0.86806,             0.91015,              0.7622,            0.018274,            0.012853,          0.00071297,           0.0064657,           0.0064657,           0.0064657
                 359,            0.018117,             0.01815,           0.0012213,              0.8972,             0.86754,              0.9102,             0.76216,            0.018273,            0.012856,          0.00071303,           0.0064558,           0.0064558,           0.0064558
                 360,            0.017855,            0.017906,           0.0011686,             0.89747,             0.86709,             0.91035,             0.76223,            0.018274,            0.012858,          0.00071428,           0.0064459,           0.0064459,           0.0064459
                 361,            0.018093,            0.018149,           0.0011474,             0.89758,             0.86702,             0.91046,             0.76207,            0.018275,             0.01286,          0.00071461,            0.006436,            0.006436,            0.006436
                 362,            0.018295,            0.017721,           0.0011872,             0.89755,             0.86652,             0.91119,             0.76191,            0.018281,            0.012859,          0.00071479,           0.0064261,           0.0064261,           0.0064261
                 363,              0.0182,            0.018042,           0.0012966,             0.89774,             0.86699,             0.91118,             0.76168,            0.018282,            0.012861,          0.00071601,           0.0064162,           0.0064162,           0.0064162
                 364,            0.018194,            0.018165,           0.0012337,             0.89865,             0.86751,              0.9112,             0.76197,            0.018281,            0.012863,          0.00071716,           0.0064063,           0.0064063,           0.0064063
                 365,            0.018245,            0.018491,           0.0010966,             0.89859,             0.86759,             0.91119,             0.76208,            0.018283,            0.012861,           0.0007177,           0.0063964,           0.0063964,           0.0063964
                 366,            0.018225,            0.017704,           0.0012339,             0.89811,             0.86718,             0.91111,             0.76188,            0.018283,             0.01286,          0.00071919,           0.0063865,           0.0063865,           0.0063865
                 367,            0.018001,            0.018486,           0.0011529,             0.89829,             0.86705,             0.91124,             0.76227,            0.018285,             0.01286,          0.00072065,           0.0063766,           0.0063766,           0.0063766
                 368,            0.017971,            0.018122,           0.0010803,             0.89849,             0.86692,             0.91128,             0.76226,            0.018287,            0.012858,          0.00072231,           0.0063667,           0.0063667,           0.0063667
                 369,             0.01789,             0.01775,             0.00107,             0.89812,             0.86783,             0.91136,             0.76221,            0.018289,             0.01286,           0.0007237,           0.0063568,           0.0063568,           0.0063568
                 370,            0.018145,            0.018033,           0.0011298,             0.89842,             0.86791,             0.91131,             0.76207,            0.018293,            0.012859,          0.00072416,           0.0063469,           0.0063469,           0.0063469
                 371,            0.018025,             0.01804,            0.001133,             0.89844,             0.86799,             0.91128,             0.76214,            0.018294,            0.012859,          0.00072599,            0.006337,            0.006337,            0.006337
                 372,            0.017923,            0.017755,           0.0011006,             0.89979,              0.8691,             0.91125,             0.76192,            0.018293,            0.012858,          0.00072657,           0.0063271,           0.0063271,           0.0063271
                 373,            0.017967,            0.017932,           0.0011125,             0.89827,              0.8705,             0.91121,             0.76179,            0.018297,            0.012859,          0.00072707,           0.0063172,           0.0063172,           0.0063172
                 374,            0.017702,            0.017993,           0.0011172,             0.89852,             0.87017,              0.9109,             0.76189,            0.018298,             0.01286,          0.00072831,           0.0063073,           0.0063073,           0.0063073
                 375,            0.017679,            0.018109,            0.001224,             0.89788,             0.87034,             0.91134,             0.76179,            0.018298,            0.012859,          0.00072814,           0.0062974,           0.0062974,           0.0062974
                 376,            0.017774,            0.017626,           0.0010314,             0.89737,             0.87057,             0.91114,             0.76215,            0.018303,            0.012859,          0.00072774,           0.0062875,           0.0062875,           0.0062875
                 377,            0.017848,            0.018061,           0.0011242,             0.89822,             0.87011,             0.91113,             0.76166,            0.018306,            0.012855,          0.00072867,           0.0062776,           0.0062776,           0.0062776
                 378,            0.017936,            0.017842,           0.0011555,             0.89915,             0.86996,             0.91127,             0.76111,            0.018311,            0.012855,          0.00073083,           0.0062677,           0.0062677,           0.0062677
                 379,            0.017792,            0.017701,           0.0011734,             0.89862,             0.86972,             0.91123,              0.7617,            0.018318,            0.012854,          0.00073118,           0.0062578,           0.0062578,           0.0062578
                 380,             0.01775,             0.01763,            0.001175,             0.89794,             0.86969,             0.91114,             0.76125,            0.018325,            0.012854,          0.00073114,           0.0062479,           0.0062479,           0.0062479
                 381,            0.017857,            0.017855,           0.0011329,             0.89767,             0.86951,              0.9112,             0.76139,            0.018326,            0.012854,          0.00073072,            0.006238,            0.006238,            0.006238
                 382,            0.017825,            0.017716,           0.0010749,             0.89783,             0.86925,             0.91115,             0.76158,            0.018325,            0.012856,          0.00072996,           0.0062281,           0.0062281,           0.0062281
                 383,            0.017841,            0.017898,           0.0011601,             0.89865,             0.86886,               0.911,             0.76154,            0.018329,            0.012857,          0.00072981,           0.0062182,           0.0062182,           0.0062182
                 384,            0.017565,            0.018068,           0.0011467,             0.89848,             0.86906,             0.91105,             0.76144,            0.018338,            0.012855,          0.00072926,           0.0062083,           0.0062083,           0.0062083
                 385,            0.017711,            0.017734,           0.0010923,             0.89885,             0.86894,             0.91062,             0.76163,            0.018343,            0.012856,          0.00072947,           0.0061984,           0.0061984,           0.0061984
                 386,             0.01759,             0.01768,           0.0011293,             0.89913,              0.8688,             0.91064,             0.76155,            0.018349,            0.012857,          0.00073004,           0.0061885,           0.0061885,           0.0061885
                 387,            0.017493,            0.017714,           0.0010983,             0.89876,             0.86888,             0.91087,             0.76181,            0.018355,            0.012855,             0.00073,           0.0061786,           0.0061786,           0.0061786
                 388,            0.017649,            0.017847,           0.0010587,             0.89919,             0.86884,             0.91054,             0.76204,             0.01836,            0.012852,          0.00073205,           0.0061687,           0.0061687,           0.0061687
                 389,            0.017581,            0.017932,           0.0011742,             0.89895,             0.86835,             0.91084,             0.76184,            0.018368,             0.01285,          0.00073407,           0.0061588,           0.0061588,           0.0061588
                 390,            0.017899,            0.017939,           0.0011276,             0.89878,             0.86874,             0.91074,             0.76134,            0.018373,            0.012847,          0.00073565,           0.0061489,           0.0061489,           0.0061489
                 391,            0.017463,            0.017656,           0.0010841,             0.89907,             0.86927,             0.91076,             0.76162,            0.018375,            0.012847,          0.00073682,            0.006139,            0.006139,            0.006139
                 392,            0.017909,            0.018202,           0.0011583,             0.89786,             0.87015,             0.91053,              0.7617,            0.018381,            0.012845,          0.00073796,           0.0061291,           0.0061291,           0.0061291
                 393,            0.017972,            0.018022,           0.0011345,             0.89601,             0.87047,             0.91049,             0.76138,            0.018383,            0.012842,           0.0007386,           0.0061192,           0.0061192,           0.0061192
                 394,            0.017704,            0.018106,           0.0010645,              0.9005,             0.86833,             0.91047,             0.76162,            0.018392,            0.012841,           0.0007402,           0.0061093,           0.0061093,           0.0061093
                 395,             0.01729,            0.017503,            0.001064,             0.90047,             0.86838,             0.91044,             0.76122,            0.018396,            0.012841,          0.00074254,           0.0060994,           0.0060994,           0.0060994
                 396,            0.017563,            0.018304,           0.0010794,             0.90104,             0.86804,             0.91105,              0.7619,            0.018399,            0.012842,          0.00074431,           0.0060895,           0.0060895,           0.0060895
                 397,            0.017629,            0.017522,           0.0011883,             0.90097,             0.86835,             0.91104,             0.76206,            0.018395,            0.012838,          0.00074213,           0.0060796,           0.0060796,           0.0060796
                 398,            0.017524,            0.018048,           0.0011686,             0.89896,             0.86967,             0.91107,             0.76129,            0.018397,             0.01284,          0.00074218,           0.0060697,           0.0060697,           0.0060697
                 399,             0.01758,            0.017947,           0.0011194,             0.90035,             0.86928,             0.91073,             0.76144,            0.018395,            0.012839,          0.00074198,           0.0060598,           0.0060598,           0.0060598
                 400,            0.017577,            0.017879,           0.0010595,             0.89987,             0.86947,             0.91109,              0.7614,            0.018398,            0.012838,          0.00074262,           0.0060499,           0.0060499,           0.0060499
                 401,            0.017323,            0.017778,           0.0011133,             0.90041,             0.86879,             0.91068,             0.76147,            0.018402,            0.012836,           0.0007435,             0.00604,             0.00604,             0.00604
                 402,            0.017628,            0.017249,           0.0011121,             0.90081,             0.86791,             0.91074,             0.76147,            0.018408,            0.012835,          0.00074508,           0.0060301,           0.0060301,           0.0060301
                 403,            0.017573,            0.017785,           0.0010931,             0.90086,             0.86776,             0.91074,             0.76143,            0.018412,            0.012835,          0.00074605,           0.0060202,           0.0060202,           0.0060202
                 404,            0.017385,             0.01766,           0.0011031,             0.90109,             0.86793,             0.91073,             0.76196,            0.018416,            0.012835,          0.00074805,           0.0060103,           0.0060103,           0.0060103
                 405,            0.017468,            0.017593,           0.0010549,             0.90121,             0.86778,             0.91077,             0.76217,            0.018422,            0.012834,          0.00075023,           0.0060004,           0.0060004,           0.0060004
                 406,            0.017415,            0.017568,           0.0010635,             0.90098,             0.86789,             0.91117,             0.76217,            0.018429,            0.012834,          0.00075162,           0.0059905,           0.0059905,           0.0059905
                 407,            0.017435,            0.017667,           0.0010662,              0.9006,             0.86824,             0.91109,             0.76207,            0.018434,            0.012834,          0.00075389,           0.0059806,           0.0059806,           0.0059806
                 408,            0.017304,            0.017449,           0.0010489,             0.90122,             0.86722,             0.91082,             0.76215,            0.018436,            0.012834,          0.00075504,           0.0059707,           0.0059707,           0.0059707
                 409,            0.017557,            0.017271,           0.0010749,             0.90254,             0.86611,             0.91049,             0.76211,             0.01844,            0.012834,          0.00075608,           0.0059608,           0.0059608,           0.0059608
                 410,            0.017487,            0.017668,           0.0010941,              0.9022,             0.86629,             0.91053,             0.76209,            0.018443,            0.012833,          0.00075674,           0.0059509,           0.0059509,           0.0059509
                 411,             0.01744,            0.017435,           0.0011248,             0.90484,             0.86431,             0.91063,             0.76177,            0.018443,            0.012834,           0.0007571,            0.005941,            0.005941,            0.005941
                 412,            0.017325,            0.017235,            0.001089,             0.90539,             0.86408,             0.91052,              0.7618,            0.018447,            0.012835,          0.00075839,           0.0059311,           0.0059311,           0.0059311
                 413,            0.017316,            0.017623,            0.001097,             0.90533,             0.86409,             0.91045,             0.76162,            0.018451,            0.012835,          0.00075992,           0.0059212,           0.0059212,           0.0059212
                 414,             0.01747,            0.017823,           0.0010564,             0.90531,             0.86447,             0.91049,             0.76145,            0.018454,            0.012834,          0.00075976,           0.0059113,           0.0059113,           0.0059113
                 415,            0.017365,            0.018015,           0.0010553,             0.90528,             0.86435,             0.91042,             0.76138,            0.018458,            0.012837,          0.00075902,           0.0059014,           0.0059014,           0.0059014
                 416,            0.017163,            0.017652,           0.0010916,             0.90548,             0.86305,             0.91086,             0.76117,            0.018459,            0.012838,          0.00076032,           0.0058915,           0.0058915,           0.0058915
                 417,            0.017484,            0.018061,           0.0011283,             0.90536,             0.86409,             0.91087,             0.76143,            0.018465,            0.012839,          0.00076208,           0.0058816,           0.0058816,           0.0058816
                 418,            0.017238,              0.0178,           0.0010694,             0.90525,             0.86359,             0.91093,             0.76175,            0.018465,            0.012839,          0.00076454,           0.0058717,           0.0058717,           0.0058717
                 419,            0.017603,            0.017435,            0.001163,             0.90621,             0.86421,             0.91096,             0.76177,            0.018469,            0.012841,          0.00076559,           0.0058618,           0.0058618,           0.0058618
                 420,            0.017531,             0.01785,          0.00098215,             0.90592,             0.86437,             0.91092,             0.76123,            0.018474,            0.012841,          0.00076832,           0.0058519,           0.0058519,           0.0058519
                 421,            0.017185,            0.016835,           0.0010986,             0.90599,             0.86437,             0.91086,              0.7613,            0.018476,            0.012843,          0.00077125,            0.005842,            0.005842,            0.005842
                 422,            0.017238,            0.017666,           0.0010089,             0.90598,             0.86447,             0.91081,             0.76154,             0.01848,            0.012843,          0.00077308,           0.0058321,           0.0058321,           0.0058321
                 423,            0.017366,             0.01743,            0.001152,             0.90647,             0.86468,             0.91088,             0.76178,            0.018482,            0.012845,          0.00077443,           0.0058222,           0.0058222,           0.0058222
                 424,            0.017208,            0.017789,           0.0011035,             0.90545,             0.86478,             0.91057,             0.76174,            0.018479,            0.012841,          0.00077575,           0.0058123,           0.0058123,           0.0058123
                 425,            0.017636,            0.017972,           0.0010382,             0.90619,              0.8649,             0.91093,             0.76192,            0.018478,            0.012839,          0.00077664,           0.0058024,           0.0058024,           0.0058024
                 426,            0.017265,            0.017512,            0.001069,             0.90645,             0.86447,             0.91081,             0.76189,            0.018483,            0.012836,          0.00077927,           0.0057925,           0.0057925,           0.0057925
                 427,            0.017136,             0.01712,           0.0011233,             0.90125,             0.86897,             0.91083,             0.76199,            0.018486,            0.012837,          0.00078118,           0.0057826,           0.0057826,           0.0057826
                 428,            0.017653,            0.017882,           0.0011387,             0.90047,              0.8696,             0.91098,             0.76219,            0.018491,            0.012834,          0.00078216,           0.0057727,           0.0057727,           0.0057727
                 429,            0.017395,            0.017339,           0.0011168,             0.90106,             0.86955,             0.91101,             0.76201,            0.018497,            0.012836,          0.00078426,           0.0057628,           0.0057628,           0.0057628
                 430,            0.017282,            0.017309,          0.00099583,             0.90095,             0.86957,             0.91119,             0.76162,            0.018494,            0.012836,          0.00078533,           0.0057529,           0.0057529,           0.0057529
                 431,            0.017149,            0.017093,           0.0011586,             0.90193,              0.8695,              0.9112,             0.76153,            0.018493,            0.012835,          0.00078709,            0.005743,            0.005743,            0.005743
                 432,            0.017295,            0.017256,           0.0011227,             0.89868,             0.87103,             0.91113,             0.76189,            0.018494,            0.012834,           0.0007881,           0.0057331,           0.0057331,           0.0057331
                 433,            0.017188,            0.016981,           0.0010893,             0.90166,             0.86906,              0.9109,             0.76203,            0.018495,            0.012832,          0.00078936,           0.0057232,           0.0057232,           0.0057232
                 434,            0.017466,            0.017475,           0.0010881,             0.90185,             0.86956,             0.91103,             0.76184,            0.018496,            0.012831,          0.00079128,           0.0057133,           0.0057133,           0.0057133
                 435,            0.016974,            0.017433,           0.0011122,              0.9009,             0.87014,             0.91102,             0.76182,            0.018491,            0.012831,          0.00079274,           0.0057034,           0.0057034,           0.0057034
                 436,            0.017223,            0.017172,           0.0011166,             0.89924,             0.87046,             0.91077,             0.76176,            0.018497,             0.01283,          0.00079446,           0.0056935,           0.0056935,           0.0056935
                 437,            0.017665,            0.017495,          0.00099487,             0.89942,             0.87071,             0.91085,             0.76176,            0.018491,             0.01283,          0.00079426,           0.0056836,           0.0056836,           0.0056836
                 438,            0.017059,            0.017313,          0.00097581,             0.89806,             0.87354,             0.91134,             0.76218,            0.018491,            0.012829,          0.00079466,           0.0056737,           0.0056737,           0.0056737
                 439,            0.017012,            0.017328,           0.0010617,             0.89862,             0.87182,             0.91117,             0.76173,            0.018495,             0.01283,          0.00079698,           0.0056638,           0.0056638,           0.0056638
                 440,            0.016911,            0.017337,           0.0010716,             0.89749,             0.87358,             0.91135,              0.7621,            0.018501,             0.01283,           0.0007995,           0.0056539,           0.0056539,           0.0056539
