               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 152,             0.02137,            0.020907,           0.0014588,             0.87234,             0.87255,             0.90507,             0.74439,            0.018683,            0.013342,          0.00072491,           0.0085051,           0.0085051,           0.0085051
                 153,            0.021475,            0.021322,            0.001359,             0.87215,             0.86969,             0.90447,             0.74212,             0.01853,            0.013266,          0.00069055,           0.0084952,           0.0084952,           0.0084952
                 154,            0.021345,            0.021288,            0.001338,             0.87124,             0.86764,             0.90478,             0.74391,            0.018387,            0.013165,          0.00068626,           0.0084853,           0.0084853,           0.0084853
                 155,            0.021518,            0.021013,           0.0014045,              0.8791,              0.8641,             0.90403,             0.74497,            0.018485,            0.013162,          0.00068748,           0.0084754,           0.0084754,           0.0084754
                 156,            0.021275,             0.02084,           0.0014121,             0.88061,             0.86081,              0.9049,             0.74476,            0.018433,            0.013155,          0.00065905,           0.0084655,           0.0084655,           0.0084655
                 157,            0.021173,            0.021084,           0.0013328,             0.87597,              0.8691,             0.90573,             0.74561,            0.018493,             0.01312,          0.00071676,           0.0084556,           0.0084556,           0.0084556
                 158,            0.021421,            0.021342,           0.0014942,              0.8738,             0.87328,             0.90452,              0.7438,            0.018342,            0.013088,          0.00068011,           0.0084457,           0.0084457,           0.0084457
                 159,            0.021126,            0.020904,           0.0014373,             0.87176,             0.87514,             0.90373,             0.74542,            0.018376,             0.01307,          0.00065548,           0.0084358,           0.0084358,           0.0084358
                 160,            0.021131,            0.020955,           0.0014272,             0.88445,             0.86316,             0.90452,             0.74471,             0.01853,            0.013111,          0.00065972,           0.0084259,           0.0084259,           0.0084259
                 161,            0.021417,            0.021356,           0.0014592,             0.88269,             0.87224,             0.90592,             0.74521,            0.018518,            0.013108,           0.0006492,            0.008416,            0.008416,            0.008416
                 162,            0.021108,            0.020733,           0.0013916,             0.87911,             0.87543,             0.90545,             0.74707,            0.018574,            0.013112,          0.00063656,           0.0084061,           0.0084061,           0.0084061
                 163,             0.02132,            0.021118,           0.0013921,             0.87102,             0.87562,             0.90648,             0.74725,            0.018601,            0.013117,           0.0006437,           0.0083962,           0.0083962,           0.0083962
                 164,            0.021103,            0.020613,           0.0014106,             0.86891,             0.87315,             0.90601,              0.7472,            0.018611,            0.013121,          0.00066168,           0.0083863,           0.0083863,           0.0083863
                 165,            0.021251,             0.02075,           0.0014249,             0.87717,             0.86771,             0.90523,             0.74683,             0.01852,            0.013131,          0.00064709,           0.0083764,           0.0083764,           0.0083764
                 166,            0.021149,            0.021046,           0.0013041,             0.87076,             0.87661,             0.90534,              0.7477,            0.018529,            0.013151,          0.00065319,           0.0083665,           0.0083665,           0.0083665
                 167,            0.021228,            0.021596,           0.0013432,             0.88089,             0.86866,             0.90516,             0.74849,            0.018627,             0.01311,          0.00067217,           0.0083566,           0.0083566,           0.0083566
                 168,            0.021434,            0.021086,           0.0013509,             0.88091,             0.87573,             0.90754,              0.7487,            0.018527,            0.013083,          0.00066023,           0.0083467,           0.0083467,           0.0083467
                 169,            0.020988,            0.021276,            0.001387,             0.88169,             0.87155,             0.90522,              0.7478,            0.018535,            0.013087,          0.00066184,           0.0083368,           0.0083368,           0.0083368
                 170,            0.021197,            0.020806,           0.0014781,             0.88392,              0.8702,             0.90517,              0.7467,            0.018447,            0.013105,          0.00065279,           0.0083269,           0.0083269,           0.0083269
                 171,            0.021178,            0.020825,           0.0013984,             0.87921,             0.86828,             0.90491,              0.7461,            0.018466,            0.013091,          0.00065434,            0.008317,            0.008317,            0.008317
                 172,            0.021016,            0.020966,           0.0014883,             0.87308,             0.87151,             0.90726,             0.74686,            0.018509,            0.013092,          0.00067145,           0.0083071,           0.0083071,           0.0083071
                 173,            0.020759,            0.020352,           0.0013881,             0.87593,              0.8708,              0.9089,             0.74714,            0.018536,            0.013061,          0.00066222,           0.0082972,           0.0082972,           0.0082972
                 174,             0.02095,             0.02078,           0.0012434,             0.87803,             0.87116,             0.90868,             0.74874,            0.018617,            0.013076,          0.00066363,           0.0082873,           0.0082873,           0.0082873
                 175,            0.020982,            0.020815,           0.0013242,             0.87791,             0.87443,             0.91003,             0.74807,            0.018612,            0.013077,          0.00064833,           0.0082774,           0.0082774,           0.0082774
                 176,            0.020936,             0.02062,           0.0014885,             0.87966,             0.87388,             0.91026,             0.74873,            0.018607,            0.013111,          0.00064701,           0.0082675,           0.0082675,           0.0082675
                 177,            0.020493,            0.020797,           0.0013873,             0.87329,             0.87598,             0.90967,             0.75028,            0.018599,            0.013079,          0.00063811,           0.0082576,           0.0082576,           0.0082576
                 178,            0.020606,            0.020372,           0.0013558,             0.87413,             0.87628,             0.90922,             0.75098,            0.018578,            0.013084,          0.00064654,           0.0082477,           0.0082477,           0.0082477
                 179,            0.020866,            0.020612,           0.0012986,             0.88112,             0.87358,             0.90962,             0.75065,            0.018688,            0.013084,           0.0006699,           0.0082378,           0.0082378,           0.0082378
                 180,            0.021028,            0.020972,           0.0013665,             0.88623,             0.87286,             0.90961,             0.75142,             0.01865,            0.013091,          0.00068316,           0.0082279,           0.0082279,           0.0082279
                 181,            0.020768,            0.020698,           0.0013291,             0.88399,             0.87246,             0.90878,             0.75312,            0.018619,            0.013087,          0.00069039,            0.008218,            0.008218,            0.008218
                 182,            0.020732,            0.020082,           0.0013685,             0.88094,             0.87351,             0.90921,             0.75224,            0.018547,            0.013107,          0.00067974,           0.0082081,           0.0082081,           0.0082081
                 183,            0.020958,            0.020826,           0.0014022,             0.88561,             0.87337,             0.91013,             0.75209,            0.018528,            0.013094,           0.0006796,           0.0081982,           0.0081982,           0.0081982
                 184,            0.021077,            0.020575,           0.0014442,             0.87809,              0.8781,             0.90933,             0.75234,            0.018538,            0.013103,          0.00068726,           0.0081883,           0.0081883,           0.0081883
                 185,            0.021019,             0.02057,           0.0015266,             0.88007,             0.87909,             0.90894,             0.75265,            0.018535,            0.013081,           0.0006811,           0.0081784,           0.0081784,           0.0081784
                 186,            0.020856,            0.020786,           0.0013947,             0.87743,              0.8832,             0.90867,             0.75228,            0.018477,            0.013057,          0.00065261,           0.0081685,           0.0081685,           0.0081685
                 187,            0.020847,            0.020546,           0.0012913,             0.88421,             0.86954,              0.9093,              0.7526,            0.018467,            0.013041,          0.00065167,           0.0081586,           0.0081586,           0.0081586
                 188,            0.020494,            0.020602,           0.0013916,             0.88523,             0.87496,             0.90989,             0.75418,            0.018495,            0.013035,          0.00065652,           0.0081487,           0.0081487,           0.0081487
                 189,            0.021313,            0.020576,           0.0013848,             0.88332,             0.87192,             0.91004,             0.75371,            0.018511,            0.013023,          0.00067235,           0.0081388,           0.0081388,           0.0081388
                 190,            0.020692,            0.020668,            0.001374,             0.88331,             0.87113,             0.91054,             0.75437,            0.018552,            0.013011,          0.00068735,           0.0081289,           0.0081289,           0.0081289
                 191,            0.020635,            0.020272,           0.0012883,             0.88598,              0.8719,             0.91035,             0.75441,            0.018531,            0.013013,           0.0006815,            0.008119,            0.008119,            0.008119
                 192,            0.020618,            0.020529,            0.001409,             0.88813,              0.8727,             0.91099,             0.75569,            0.018454,            0.013011,          0.00066879,           0.0081091,           0.0081091,           0.0081091
                 193,             0.02063,            0.020478,           0.0014022,             0.88237,             0.87694,             0.91157,             0.75538,            0.018424,            0.012996,          0.00066148,           0.0080992,           0.0080992,           0.0080992
                 194,            0.020523,            0.020265,            0.001295,             0.88413,             0.87324,             0.91164,             0.75609,            0.018409,            0.012991,          0.00066176,           0.0080893,           0.0080893,           0.0080893
                 195,            0.020403,             0.02048,           0.0013711,             0.88708,             0.87323,             0.91235,             0.75632,            0.018418,             0.01298,          0.00066398,           0.0080794,           0.0080794,           0.0080794
                 196,            0.020368,            0.020523,           0.0013153,              0.8787,             0.87591,              0.9119,             0.75617,            0.018451,            0.012978,          0.00066441,           0.0080695,           0.0080695,           0.0080695
                 197,            0.020461,            0.020297,           0.0013464,             0.87558,             0.87684,             0.91222,             0.75507,            0.018467,            0.012997,          0.00066673,           0.0080596,           0.0080596,           0.0080596
                 198,            0.020755,            0.020238,            0.001251,             0.87605,             0.88181,              0.9119,             0.75495,            0.018504,             0.01302,          0.00067277,           0.0080497,           0.0080497,           0.0080497
                 199,            0.020323,            0.020462,           0.0013668,             0.87962,             0.88216,             0.91172,              0.7548,            0.018502,            0.013031,           0.0006691,           0.0080398,           0.0080398,           0.0080398
                 200,            0.020269,            0.020166,           0.0012582,              0.8838,             0.87849,             0.91098,              0.7546,            0.018525,            0.013041,          0.00067612,           0.0080299,           0.0080299,           0.0080299
                 201,            0.020226,            0.020744,           0.0012629,             0.87691,             0.88277,             0.91043,             0.75532,            0.018529,            0.013044,           0.0006718,             0.00802,             0.00802,             0.00802
                 202,            0.020389,             0.02025,           0.0014058,             0.87668,             0.88356,             0.90961,             0.75541,            0.018528,            0.013041,          0.00066644,           0.0080101,           0.0080101,           0.0080101
                 203,            0.020205,            0.019779,            0.001371,             0.87504,             0.88685,             0.90979,             0.75586,            0.018555,            0.013045,          0.00066505,           0.0080002,           0.0080002,           0.0080002
                 204,            0.020645,            0.020086,           0.0014418,             0.87374,             0.88653,             0.90974,             0.75574,             0.01855,            0.013054,          0.00067042,           0.0079903,           0.0079903,           0.0079903
                 205,            0.020078,            0.020046,           0.0014034,             0.87219,             0.88616,             0.90855,             0.75572,            0.018557,            0.013077,          0.00067609,           0.0079804,           0.0079804,           0.0079804
                 206,            0.020051,            0.019847,           0.0013024,             0.87863,             0.88168,             0.90866,             0.75658,            0.018556,            0.013068,          0.00068217,           0.0079705,           0.0079705,           0.0079705
                 207,            0.019987,            0.020134,           0.0012738,             0.87901,             0.88177,             0.90855,             0.75563,            0.018571,            0.013071,          0.00068863,           0.0079606,           0.0079606,           0.0079606
                 208,            0.020212,            0.020261,           0.0013411,             0.87499,             0.88235,             0.90874,              0.7559,            0.018563,            0.013053,          0.00069059,           0.0079507,           0.0079507,           0.0079507
                 209,            0.019872,            0.019898,           0.0012555,             0.87919,             0.87864,             0.90884,             0.75583,            0.018587,            0.013047,          0.00070832,           0.0079408,           0.0079408,           0.0079408
                 210,            0.019939,            0.020405,           0.0013292,             0.88778,             0.87093,             0.90923,             0.75655,            0.018601,            0.013042,          0.00072658,           0.0079309,           0.0079309,           0.0079309
                 211,             0.01978,            0.019904,             0.00136,              0.8673,             0.89353,             0.91035,              0.7566,            0.018562,            0.013038,          0.00072154,            0.007921,            0.007921,            0.007921
                 212,            0.020328,            0.020475,           0.0012682,             0.88822,             0.86922,             0.91099,             0.75843,            0.018516,            0.013027,          0.00071547,           0.0079111,           0.0079111,           0.0079111
                 213,            0.020017,            0.020388,           0.0012714,             0.88991,             0.86879,             0.91077,             0.75842,            0.018507,            0.013015,          0.00071797,           0.0079012,           0.0079012,           0.0079012
                 214,            0.019795,            0.019817,           0.0012494,             0.88899,             0.87312,             0.91088,             0.75911,            0.018518,            0.013006,          0.00071728,           0.0078913,           0.0078913,           0.0078913
                 215,            0.019997,            0.019705,            0.001277,               0.887,             0.87438,             0.91168,             0.75905,            0.018526,            0.013018,          0.00071648,           0.0078814,           0.0078814,           0.0078814
                 216,            0.020069,            0.020023,            0.001237,              0.8887,             0.87068,             0.91157,             0.75944,            0.018542,            0.013015,          0.00072388,           0.0078715,           0.0078715,           0.0078715
                 217,            0.020424,            0.020005,           0.0013709,             0.89473,             0.86525,             0.90993,             0.75929,            0.018555,            0.013012,          0.00073194,           0.0078616,           0.0078616,           0.0078616
                 218,            0.020403,            0.020228,            0.001314,             0.89492,             0.86711,             0.91043,             0.75904,            0.018553,            0.013003,          0.00073377,           0.0078517,           0.0078517,           0.0078517
                 219,            0.020297,             0.01971,           0.0013763,             0.89362,             0.86861,             0.91071,             0.75924,            0.018543,            0.013012,           0.0007312,           0.0078418,           0.0078418,           0.0078418
                 220,            0.020046,            0.019867,           0.0012677,             0.89166,             0.87078,             0.91032,             0.75845,            0.018547,            0.013014,          0.00073228,           0.0078319,           0.0078319,           0.0078319
                 221,            0.019932,             0.02011,           0.0012209,             0.89046,             0.87222,             0.91003,             0.75888,            0.018534,            0.013019,          0.00072871,            0.007822,            0.007822,            0.007822
                 222,            0.020056,            0.019755,           0.0013219,             0.89016,             0.87188,             0.90992,              0.7586,            0.018516,            0.013013,          0.00072434,           0.0078121,           0.0078121,           0.0078121
                 223,            0.020041,              0.0197,           0.0013539,             0.88669,             0.87528,             0.91029,             0.75832,            0.018516,             0.01301,           0.0007231,           0.0078022,           0.0078022,           0.0078022
                 224,            0.020029,            0.019696,           0.0013243,             0.88303,              0.8763,             0.90912,             0.75811,            0.018534,            0.013022,          0.00072403,           0.0077923,           0.0077923,           0.0077923
                 225,            0.019949,            0.019805,           0.0013969,             0.88148,             0.87746,             0.90936,             0.75798,            0.018513,            0.013021,           0.0007113,           0.0077824,           0.0077824,           0.0077824
                 226,            0.019964,            0.019395,           0.0013351,             0.88408,              0.8775,             0.90964,              0.7572,            0.018499,            0.013014,          0.00069335,           0.0077725,           0.0077725,           0.0077725
                 227,            0.019744,            0.019896,           0.0012858,             0.88309,             0.87786,             0.90996,             0.75747,            0.018487,            0.013005,          0.00068724,           0.0077626,           0.0077626,           0.0077626
                 228,            0.020004,             0.02029,           0.0013704,             0.88295,             0.87775,             0.91004,             0.75812,            0.018464,               0.013,          0.00068033,           0.0077527,           0.0077527,           0.0077527
                 229,            0.019712,            0.019535,           0.0012631,             0.88009,              0.8786,              0.9098,              0.7585,            0.018454,            0.012995,          0.00067319,           0.0077428,           0.0077428,           0.0077428
                 230,            0.019743,            0.019652,           0.0013064,             0.88859,             0.87473,             0.91042,              0.7583,            0.018426,            0.012987,          0.00066317,           0.0077329,           0.0077329,           0.0077329
                 231,            0.020143,            0.019902,           0.0012798,             0.88676,             0.87528,              0.9104,              0.7578,            0.018392,             0.01298,          0.00064968,            0.007723,            0.007723,            0.007723
                 232,              0.0199,            0.020185,           0.0011993,             0.88455,              0.8764,             0.91041,             0.75757,            0.018394,            0.012972,           0.0006495,           0.0077131,           0.0077131,           0.0077131
                 233,            0.019591,            0.019738,           0.0012105,             0.88503,               0.876,              0.9108,             0.75725,            0.018397,            0.012971,          0.00065195,           0.0077032,           0.0077032,           0.0077032
                 234,            0.019555,            0.019586,           0.0013118,             0.88326,             0.87751,             0.91071,             0.75745,            0.018395,            0.012968,          0.00065305,           0.0076933,           0.0076933,           0.0076933
                 235,            0.019649,            0.020076,           0.0011952,             0.88326,             0.88016,             0.91079,             0.75783,            0.018399,            0.012959,           0.0006547,           0.0076834,           0.0076834,           0.0076834
                 236,              0.0197,            0.019796,           0.0012776,             0.89037,             0.87385,             0.91064,             0.75786,            0.018396,            0.012952,           0.0006578,           0.0076735,           0.0076735,           0.0076735
                 237,            0.019855,            0.019631,           0.0012807,             0.88502,             0.88027,             0.91142,             0.75853,            0.018374,             0.01295,          0.00065325,           0.0076636,           0.0076636,           0.0076636
                 238,            0.020025,             0.01979,           0.0013058,             0.88667,             0.87955,             0.91171,             0.75927,            0.018348,            0.012928,          0.00064937,           0.0076537,           0.0076537,           0.0076537
                 239,            0.019938,            0.019684,           0.0012642,             0.88947,             0.87941,             0.91181,             0.75953,            0.018334,            0.012916,          0.00064578,           0.0076438,           0.0076438,           0.0076438
                 240,            0.019775,            0.019496,            0.001323,             0.88894,             0.88005,             0.91184,             0.75971,            0.018321,            0.012905,          0.00064151,           0.0076339,           0.0076339,           0.0076339
                 241,            0.019865,            0.020052,           0.0014277,             0.89013,             0.87946,             0.91198,             0.75979,            0.018291,            0.012898,          0.00063154,            0.007624,            0.007624,            0.007624
                 242,            0.019685,            0.019781,           0.0012452,               0.889,             0.87901,             0.91187,             0.76055,            0.018268,            0.012894,          0.00062654,           0.0076141,           0.0076141,           0.0076141
                 243,            0.019707,            0.019373,           0.0013059,              0.8897,              0.8774,             0.91212,             0.76022,            0.018253,            0.012889,          0.00062565,           0.0076042,           0.0076042,           0.0076042
                 244,            0.019459,            0.019385,           0.0012223,             0.88509,             0.88288,              0.9129,             0.76088,             0.01824,            0.012886,          0.00062466,           0.0075943,           0.0075943,           0.0075943
                 245,            0.019631,            0.019212,           0.0011807,              0.8869,             0.87947,              0.9108,             0.76059,            0.018233,            0.012881,          0.00062918,           0.0075844,           0.0075844,           0.0075844
                 246,            0.019442,            0.019595,           0.0011629,             0.88625,             0.87928,             0.91113,             0.76034,            0.018232,             0.01288,          0.00063378,           0.0075745,           0.0075745,           0.0075745
                 247,            0.019447,            0.019376,           0.0012726,             0.88666,              0.8788,             0.91099,             0.76056,            0.018236,             0.01288,          0.00063829,           0.0075646,           0.0075646,           0.0075646
                 248,             0.01913,            0.019469,           0.0012208,             0.88695,             0.87837,             0.91091,             0.76039,            0.018231,             0.01288,          0.00063881,           0.0075547,           0.0075547,           0.0075547
                 249,            0.019649,            0.019829,            0.001347,             0.88779,             0.87914,             0.91101,             0.76075,            0.018232,            0.012875,          0.00063876,           0.0075448,           0.0075448,           0.0075448
                 250,            0.019336,            0.019443,           0.0012841,             0.88807,             0.88029,             0.91068,             0.76086,             0.01823,            0.012873,          0.00064026,           0.0075349,           0.0075349,           0.0075349
                 251,            0.019518,            0.019359,           0.0012554,             0.88662,             0.88025,             0.91067,             0.76112,             0.01823,            0.012874,          0.00064399,            0.007525,            0.007525,            0.007525
                 252,            0.019534,            0.019423,           0.0012386,             0.88785,             0.88032,             0.91067,             0.76091,            0.018229,            0.012874,          0.00064565,           0.0075151,           0.0075151,           0.0075151
                 253,            0.019443,            0.019982,           0.0012866,             0.88786,             0.87969,             0.91091,             0.76049,             0.01823,            0.012874,          0.00064799,           0.0075052,           0.0075052,           0.0075052
                 254,             0.01919,            0.019626,           0.0012014,             0.88194,             0.88043,             0.91088,             0.76072,            0.018228,            0.012876,          0.00064836,           0.0074953,           0.0074953,           0.0074953
                 255,            0.019438,            0.019497,           0.0013584,             0.88526,             0.87965,             0.91103,             0.76113,             0.01823,            0.012879,          0.00065217,           0.0074854,           0.0074854,           0.0074854
                 256,            0.019801,            0.020017,           0.0013354,             0.88539,             0.87975,             0.91077,             0.76076,            0.018223,            0.012877,          0.00065362,           0.0074755,           0.0074755,           0.0074755
                 257,            0.019417,            0.019453,           0.0013517,             0.88481,             0.88018,             0.91059,              0.7606,            0.018216,            0.012878,          0.00065404,           0.0074656,           0.0074656,           0.0074656
                 258,            0.019602,            0.019684,           0.0012645,             0.88193,               0.881,             0.91107,             0.76094,            0.018217,            0.012876,          0.00065594,           0.0074557,           0.0074557,           0.0074557
                 259,            0.019219,            0.019586,           0.0012439,             0.88317,             0.87939,              0.9102,             0.76121,            0.018218,            0.012878,          0.00065768,           0.0074458,           0.0074458,           0.0074458
                 260,            0.019004,            0.019436,           0.0012043,             0.88138,             0.88049,             0.91038,             0.76068,            0.018218,            0.012876,          0.00065855,           0.0074359,           0.0074359,           0.0074359
                 261,            0.019171,             0.01924,           0.0012008,             0.88368,             0.88095,             0.91104,             0.76049,            0.018213,            0.012877,          0.00065893,            0.007426,            0.007426,            0.007426
                 262,            0.019011,            0.019469,           0.0012486,             0.88403,             0.88138,             0.91129,             0.76085,            0.018214,            0.012877,          0.00066057,           0.0074161,           0.0074161,           0.0074161
                 263,            0.019296,            0.019536,           0.0012562,             0.88365,             0.88102,             0.91125,             0.76105,            0.018213,            0.012875,          0.00065977,           0.0074062,           0.0074062,           0.0074062
                 264,            0.019094,            0.019168,           0.0013594,             0.88264,              0.8806,             0.91117,             0.76116,            0.018215,             0.01287,          0.00065916,           0.0073963,           0.0073963,           0.0073963
                 265,            0.019405,            0.019238,           0.0012516,             0.88225,             0.88065,             0.91121,             0.76143,            0.018211,            0.012867,          0.00065672,           0.0073864,           0.0073864,           0.0073864
                 266,            0.019242,            0.019024,           0.0012337,             0.88225,             0.88239,             0.91124,             0.76133,            0.018213,            0.012867,          0.00065808,           0.0073765,           0.0073765,           0.0073765
                 267,            0.019922,             0.01951,           0.0012864,             0.88122,             0.88397,             0.91104,              0.7614,            0.018221,             0.01287,          0.00065981,           0.0073666,           0.0073666,           0.0073666
                 268,            0.019282,            0.019173,           0.0013424,             0.88114,             0.88265,              0.9109,             0.76148,            0.018221,             0.01287,          0.00066383,           0.0073567,           0.0073567,           0.0073567
                 269,            0.019154,            0.019546,           0.0012938,             0.88207,             0.88244,             0.91087,             0.76221,            0.018217,            0.012868,          0.00066685,           0.0073468,           0.0073468,           0.0073468
                 270,            0.019415,            0.019362,           0.0012418,             0.88141,             0.88237,             0.91089,             0.76179,            0.018212,            0.012867,          0.00066768,           0.0073369,           0.0073369,           0.0073369
                 271,            0.019383,            0.019587,            0.001317,             0.88232,             0.88163,             0.91095,             0.76212,            0.018206,            0.012864,          0.00066897,            0.007327,            0.007327,            0.007327
                 272,            0.019149,            0.019667,           0.0013087,             0.88277,              0.8806,             0.91085,             0.76226,            0.018198,            0.012864,          0.00067034,           0.0073171,           0.0073171,           0.0073171
                 273,             0.01921,            0.018611,           0.0012555,             0.88292,              0.8807,             0.91085,             0.76214,            0.018186,            0.012865,           0.0006714,           0.0073072,           0.0073072,           0.0073072
                 274,            0.019114,            0.018966,           0.0012958,             0.88311,             0.87999,             0.91085,             0.76191,            0.018177,             0.01286,          0.00067081,           0.0072973,           0.0072973,           0.0072973
                 275,            0.018777,            0.019376,           0.0011479,             0.88267,              0.8795,             0.91075,             0.76203,            0.018169,            0.012861,          0.00067228,           0.0072874,           0.0072874,           0.0072874
                 276,            0.019098,            0.018957,           0.0011994,             0.88232,             0.87936,             0.91066,             0.76225,            0.018164,            0.012861,          0.00067424,           0.0072775,           0.0072775,           0.0072775
                 277,            0.018994,            0.019202,            0.001198,             0.88259,             0.87992,             0.91064,             0.76238,            0.018163,            0.012861,          0.00067475,           0.0072676,           0.0072676,           0.0072676
                 278,             0.01903,            0.019344,           0.0012308,             0.88363,              0.8796,             0.91065,              0.7623,            0.018167,            0.012865,          0.00067593,           0.0072577,           0.0072577,           0.0072577
                 279,            0.019245,            0.019179,           0.0013302,             0.88355,             0.87987,             0.91059,             0.76224,            0.018163,            0.012863,          0.00067634,           0.0072478,           0.0072478,           0.0072478
                 280,            0.019184,            0.019478,           0.0011687,             0.88226,             0.87986,             0.91053,             0.76188,             0.01816,            0.012865,          0.00067414,           0.0072379,           0.0072379,           0.0072379
                 281,            0.018848,            0.019202,           0.0012405,             0.88662,             0.87662,             0.91048,             0.76186,            0.018154,            0.012862,          0.00067282,            0.007228,            0.007228,            0.007228
                 282,            0.019022,            0.019014,           0.0012704,             0.88529,             0.87787,             0.91064,             0.76174,            0.018152,            0.012862,          0.00067444,           0.0072181,           0.0072181,           0.0072181
                 283,            0.018961,            0.019327,           0.0012638,              0.8856,             0.87694,             0.91053,             0.76195,            0.018152,            0.012864,          0.00067546,           0.0072082,           0.0072082,           0.0072082
                 284,            0.018663,            0.018972,           0.0011954,             0.88569,             0.87742,             0.91058,             0.76195,            0.018155,            0.012863,          0.00067658,           0.0071983,           0.0071983,           0.0071983
                 285,            0.018903,            0.019288,           0.0012325,             0.88551,             0.87708,             0.91034,             0.76231,            0.018156,            0.012866,          0.00067815,           0.0071884,           0.0071884,           0.0071884
                 286,            0.019077,            0.019065,           0.0012428,             0.88095,             0.88003,             0.91073,             0.76205,            0.018163,            0.012864,          0.00067954,           0.0071785,           0.0071785,           0.0071785
                 287,            0.018976,            0.019071,           0.0012954,             0.88232,             0.87903,              0.9104,             0.76191,            0.018172,            0.012862,          0.00068161,           0.0071686,           0.0071686,           0.0071686
                 288,            0.018726,            0.018687,            0.001228,             0.88201,             0.88047,             0.91051,             0.76205,            0.018175,            0.012863,          0.00068269,           0.0071587,           0.0071587,           0.0071587
                 289,             0.01893,            0.019145,           0.0010962,             0.88266,              0.8776,             0.91048,              0.7621,            0.018179,            0.012859,          0.00068429,           0.0071488,           0.0071488,           0.0071488
                 290,            0.018736,            0.018957,           0.0011479,             0.88517,             0.87511,             0.91053,             0.76205,            0.018179,            0.012859,          0.00068699,           0.0071389,           0.0071389,           0.0071389
                 291,            0.018711,            0.018921,           0.0011697,             0.88541,              0.8746,             0.91039,             0.76189,            0.018181,             0.01286,          0.00068934,            0.007129,            0.007129,            0.007129
                 292,             0.01881,            0.018737,           0.0011976,             0.88391,             0.87687,             0.91035,             0.76179,             0.01818,            0.012862,          0.00068991,           0.0071191,           0.0071191,           0.0071191
                 293,            0.018717,            0.019087,           0.0012485,             0.88477,             0.87645,             0.91035,             0.76174,            0.018181,            0.012863,           0.0006927,           0.0071092,           0.0071092,           0.0071092
                 294,            0.019007,            0.018481,           0.0012363,             0.88296,             0.87706,             0.91038,             0.76167,            0.018182,            0.012863,          0.00069434,           0.0070993,           0.0070993,           0.0070993
                 295,            0.019012,            0.018886,           0.0012226,             0.88812,             0.87488,             0.91009,             0.76192,             0.01818,            0.012862,          0.00069497,           0.0070894,           0.0070894,           0.0070894
                 296,            0.018935,            0.018728,           0.0011383,             0.88226,             0.87739,             0.90999,             0.76175,            0.018179,            0.012862,            0.000696,           0.0070795,           0.0070795,           0.0070795
                 297,            0.019033,            0.019077,           0.0012632,             0.88255,             0.87724,             0.90997,             0.76154,            0.018178,            0.012862,          0.00069665,           0.0070696,           0.0070696,           0.0070696
                 298,              0.0184,            0.018762,           0.0011137,             0.88573,             0.87595,             0.90975,             0.76157,            0.018175,            0.012863,          0.00069711,           0.0070597,           0.0070597,           0.0070597
                 299,            0.018722,            0.018624,           0.0011739,             0.88655,             0.87558,             0.90991,             0.76162,            0.018176,            0.012865,           0.0006997,           0.0070498,           0.0070498,           0.0070498
                 300,            0.018471,            0.018874,           0.0012105,             0.88786,             0.87316,             0.90978,             0.76135,            0.018181,            0.012864,          0.00070254,           0.0070399,           0.0070399,           0.0070399
                 301,            0.018596,            0.019001,           0.0011377,             0.88666,             0.87324,             0.90968,             0.76135,            0.018184,             0.01286,          0.00070344,             0.00703,             0.00703,             0.00703
                 302,             0.01842,             0.01862,           0.0011557,             0.88741,             0.87319,              0.9097,             0.76113,            0.018184,            0.012859,          0.00070361,           0.0070201,           0.0070201,           0.0070201
                 303,            0.018628,            0.018571,            0.001152,             0.88819,             0.87263,             0.90981,             0.76185,            0.018185,            0.012858,           0.0007044,           0.0070102,           0.0070102,           0.0070102
                 304,            0.018523,            0.018702,           0.0012606,             0.88834,             0.87296,             0.90983,             0.76157,            0.018185,            0.012858,          0.00070558,           0.0070003,           0.0070003,           0.0070003
                 305,            0.018786,            0.018647,           0.0012398,             0.88902,             0.87312,             0.90964,             0.76176,            0.018188,             0.01286,           0.0007074,           0.0069904,           0.0069904,           0.0069904
                 306,            0.018792,            0.019129,           0.0011456,             0.88867,             0.87236,             0.90994,             0.76164,            0.018192,            0.012859,            0.000709,           0.0069805,           0.0069805,           0.0069805
                 307,             0.01849,            0.018519,           0.0011191,             0.88403,             0.87501,             0.90985,             0.76176,            0.018192,             0.01286,          0.00071059,           0.0069706,           0.0069706,           0.0069706
                 308,             0.01893,             0.01881,           0.0012245,             0.88591,             0.87411,             0.90968,             0.76185,            0.018193,            0.012859,          0.00071262,           0.0069607,           0.0069607,           0.0069607
                 309,            0.018755,            0.018453,            0.001202,             0.88674,             0.87377,             0.90972,             0.76187,            0.018203,            0.012858,          0.00071468,           0.0069508,           0.0069508,           0.0069508
                 310,            0.018238,            0.018567,           0.0011453,             0.88721,             0.87343,             0.90975,             0.76168,            0.018207,            0.012859,          0.00071583,           0.0069409,           0.0069409,           0.0069409
                 311,            0.018628,            0.018946,           0.0012976,             0.88777,             0.87322,             0.90976,             0.76097,            0.018211,            0.012857,          0.00071674,            0.006931,            0.006931,            0.006931
